,tradeDate,rep
0,2011-06-07,"2011-06-07,600010,b,8.35,建仓"
3,2011-06-07,"2011-06-07,601377,s,15.62,平仓,-8.5480%"
1,2011-06-07,"2011-06-07,600061,s,11.84,平仓,-8.0745%"
0,2011-06-07,"2011-06-07,000786,b,14.39,建仓"
3,2011-06-07,"2011-06-07,600109,s,14.18,平仓,-6.6491%"
2,2011-06-08,"2011-06-08,600848,b,11.42,建仓"
2,2011-06-08,"2011-06-08,000063,b,26.5,建仓"
2,2011-06-08,"2011-06-08,600271,b,25.51,建仓"
1,2011-06-09,"2011-06-09,601618,s,3.8,平仓,-6.4039%"
6,2011-06-09,"2011-06-09,600522,b,23.67,建仓"
2,2011-06-09,"2011-06-09,002001,b,28.3,建仓"
5,2011-06-09,"2011-06-09,600183,s,9.08,平仓,-10.8930%"
0,2011-06-10,"2011-06-10,000425,b,23.57,建仓"
5,2011-06-10,"2011-06-10,601088,s,28.21,平仓,-0.5289%"
6,2011-06-10,"2011-06-10,601600,b,10.5,建仓"
4,2011-06-10,"2011-06-10,002371,b,65.13,建仓"
2,2011-06-10,"2011-06-10,600362,b,33.1,建仓"
0,2011-06-10,"2011-06-10,000002,b,8.0,建仓"
1,2011-06-10,"2011-06-10,601808,s,18.07,平仓,-5.5904%"
3,2011-06-13,"2011-06-13,600482,s,15.14,平仓,-11.6170%"
3,2011-06-13,"2011-06-13,600600,s,34.25,平仓,0.4693%"
3,2011-06-13,"2011-06-13,600036,s,12.83,平仓,-10.0911%"
5,2011-06-13,"2011-06-13,600016,s,5.74,平仓,-5.2805%"
0,2011-06-14,"2011-06-14,000895,b,63.3,建仓"
1,2011-06-14,"2011-06-14,600015,s,11.11,平仓,-7.4938%"
4,2011-06-14,"2011-06-14,600011,b,5.64,建仓"
3,2011-06-14,"2011-06-14,600000,s,9.92,平仓,-28.3755%"
6,2011-06-15,"2011-06-15,600016,b,5.78,建仓"
4,2011-06-15,"2011-06-15,600482,b,14.85,建仓"
5,2011-06-15,"2011-06-15,600489,s,26.5,平仓,-20.8010%"
2,2011-06-15,"2011-06-15,600050,b,5.7,建仓"
0,2011-06-16,"2011-06-16,600068,b,10.26,建仓"
0,2011-06-16,"2011-06-16,000776,b,34.14,建仓"
0,2011-06-16,"2011-06-16,601818,b,3.32,建仓"
0,2011-06-16,"2011-06-16,600030,b,11.96,建仓"
4,2011-06-16,"2011-06-16,000656,b,13.31,建仓"
3,2011-06-17,"2011-06-17,600438,s,7.51,平仓,-5.1768%"
0,2011-06-17,"2011-06-17,601216,b,21.9,建仓"
3,2011-06-20,"2011-06-20,600745,s,7.68,平仓,-20.1663%"
4,2011-06-21,"2011-06-21,600109,b,13.97,建仓"
2,2011-06-21,"2011-06-21,002024,b,12.26,建仓"
3,2011-06-21,"2011-06-21,600346,s,11.12,平仓,6.2082%"
7,2011-06-21,"2011-06-21,600999,s,16.68,平仓,-7.7944%"
7,2011-06-23,"2011-06-23,601899,s,6.84,平仓,-3.9326%"
4,2011-06-23,"2011-06-23,600741,b,11.09,建仓"
2,2011-06-23,"2011-06-23,601939,b,5.06,建仓"
1,2011-06-24,"2011-06-24,600588,s,20.41,平仓,-0.6329%"
2,2011-06-24,"2011-06-24,300059,b,23.47,建仓"
1,2011-06-24,"2011-06-24,002157,s,10.51,平仓,9.5933%"
2,2011-06-24,"2011-06-24,002304,b,117.0,建仓"
0,2011-06-27,"2011-06-27,601688,b,12.15,建仓"
2,2011-06-27,"2011-06-27,300033,b,23.41,建仓"
1,2011-06-27,"2011-06-27,000786,s,15.86,平仓,10.2154%"
0,2011-06-27,"2011-06-27,002508,b,17.39,建仓"
4,2011-06-27,"2011-06-27,600998,b,12.23,建仓"
0,2011-06-27,"2011-06-27,600066,b,22.98,建仓"
2,2011-06-28,"2011-06-28,601628,b,18.61,建仓"
6,2011-06-28,"2011-06-28,601166,b,13.7,建仓"
0,2011-06-28,"2011-06-28,000708,b,15.54,建仓"
0,2011-06-28,"2011-06-28,601009,b,9.0,建仓"
2,2011-06-28,"2011-06-28,600015,b,10.97,建仓"
2,2011-06-28,"2011-06-28,000661,b,47.88,建仓"
0,2011-06-28,"2011-06-28,000625,b,9.17,建仓"
4,2011-06-28,"2011-06-28,600115,b,5.22,建仓"
6,2011-06-28,"2011-06-28,600183,b,9.22,建仓"
2,2011-06-28,"2011-06-28,601618,b,3.93,建仓"
2,2011-06-28,"2011-06-28,000627,b,4.44,建仓"
2,2011-06-28,"2011-06-28,600660,b,10.27,建仓"
2,2011-06-28,"2011-06-28,002410,b,33.95,建仓"
0,2011-06-28,"2011-06-28,002008,b,12.36,建仓"
2,2011-06-28,"2011-06-28,002422,b,58.0,建仓"
0,2011-06-28,"2011-06-28,000338,b,45.05,建仓"
4,2011-06-28,"2011-06-28,002050,b,32.99,建仓"
0,2011-06-28,"2011-06-28,002241,b,24.36,建仓"
2,2011-06-28,"2011-06-28,002493,b,30.05,建仓"
2,2011-06-28,"2011-06-28,600085,b,35.39,建仓"
2,2011-06-28,"2011-06-28,601288,b,2.79,建仓"
4,2011-06-28,"2011-06-28,600029,b,7.94,建仓"
4,2011-06-28,"2011-06-28,600438,b,7.77,建仓"
0,2011-06-28,"2011-06-28,601601,b,21.58,建仓"
4,2011-06-28,"2011-06-28,601318,b,47.3,建仓"
0,2011-06-28,"2011-06-28,002415,b,38.2,建仓"
2,2011-06-28,"2011-06-28,601398,b,4.5,建仓"
1,2011-06-28,"2011-06-28,600010,s,8.34,平仓,-0.1198%"
4,2011-06-28,"2011-06-28,600000,b,10.0,建仓"
3,2011-06-28,"2011-06-28,600271,s,25.79,平仓,1.0976%"
0,2011-06-28,"2011-06-28,601988,b,3.19,建仓"
2,2011-06-28,"2011-06-28,600837,b,8.91,建仓"
2,2011-06-28,"2011-06-28,300015,b,31.7,建仓"
7,2011-06-29,"2011-06-29,600522,s,23.65,平仓,-0.0845%"
0,2011-06-29,"2011-06-29,002007,b,33.74,建仓"
3,2011-06-29,"2011-06-29,002001,s,28.33,平仓,0.1060%"
0,2011-06-29,"2011-06-29,002456,b,26.63,建仓"
3,2011-06-29,"2011-06-29,600848,s,10.3,平仓,-9.8074%"
0,2011-06-29,"2011-06-29,002555,b,14.05,建仓"
4,2011-06-29,"2011-06-29,601727,b,6.86,建仓"
2,2011-06-29,"2011-06-29,002230,b,39.0,建仓"
0,2011-06-29,"2011-06-29,601888,b,23.06,建仓"
4,2011-06-29,"2011-06-29,002044,b,11.65,建仓"
0,2011-06-29,"2011-06-29,601933,b,23.81,建仓"
2,2011-06-30,"2011-06-30,000596,b,79.48,建仓"
3,2011-06-30,"2011-06-30,600362,s,35.44,平仓,7.0695%"
2,2011-06-30,"2011-06-30,600588,b,20.66,建仓"
1,2011-06-30,"2011-06-30,000425,s,24.79,平仓,5.1761%"
6,2011-06-30,"2011-06-30,000977,b,20.1,建仓"
1,2011-06-30,"2011-06-30,000002,s,8.45,平仓,5.6250%"
2,2011-06-30,"2011-06-30,600297,b,9.35,建仓"
7,2011-06-30,"2011-06-30,601600,s,11.01,平仓,4.8571%"
0,2011-06-30,"2011-06-30,600332,b,15.73,建仓"
2,2011-07-01,"2011-07-01,600886,b,7.17,建仓"
5,2011-07-01,"2011-07-01,002371,s,53.86,平仓,-17.3039%"
5,2011-07-04,"2011-07-04,600011,s,5.35,平仓,-5.1418%"
4,2011-07-04,"2011-07-04,002001,b,29.59,建仓"
2,2011-07-05,"2011-07-05,000876,b,20.93,建仓"
0,2011-07-05,"2011-07-05,000963,b,25.2,建仓"
1,2011-07-05,"2011-07-05,000895,s,69.37,平仓,9.5893%"
5,2011-07-05,"2011-07-05,600482,s,15.69,平仓,5.6566%"
7,2011-07-05,"2011-07-05,600016,s,5.85,平仓,1.2111%"
3,2011-07-05,"2011-07-05,600050,s,5.28,平仓,-7.3684%"
4,2011-07-06,"2011-07-06,300124,b,74.18,建仓"
1,2011-07-06,"2011-07-06,600030,s,13.34,平仓,11.5385%"
1,2011-07-06,"2011-07-06,000776,s,38.86,平仓,13.8254%"
1,2011-07-06,"2011-07-06,601818,s,3.34,平仓,0.6024%"
1,2011-07-07,"2011-07-07,600068,s,12.16,平仓,18.5185%"
4,2011-07-07,"2011-07-07,002352,b,23.37,建仓"
2,2011-07-07,"2011-07-07,300142,b,59.59,建仓"
1,2011-07-07,"2011-07-07,601216,s,24.75,平仓,13.0137%"
5,2011-07-07,"2011-07-07,000656,s,14.82,平仓,11.3449%"
0,2011-07-08,"2011-07-08,600196,b,11.46,建仓"
4,2011-07-08,"2011-07-08,600004,b,8.06,建仓"
5,2011-07-11,"2011-07-11,600109,s,14.51,平仓,3.8654%"
3,2011-07-12,"2011-07-12,002024,s,12.8,平仓,4.4046%"
2,2011-07-12,"2011-07-12,600276,b,31.51,建仓"
5,2011-07-13,"2011-07-13,600741,s,11.44,平仓,3.1560%"
1,2011-07-13,"2011-07-13,600104,s,18.33,平仓,5.1032%"
3,2011-07-13,"2011-07-13,601939,s,4.84,平仓,-4.3478%"
3,2011-07-14,"2011-07-14,002304,s,132.7,平仓,13.4188%"
3,2011-07-14,"2011-07-14,300059,s,25.84,平仓,10.0980%"
5,2011-07-15,"2011-07-15,600998,s,12.98,平仓,6.1325%"
1,2011-07-15,"2011-07-15,601688,s,12.1,平仓,-0.4115%"
1,2011-07-15,"2011-07-15,002508,s,18.79,平仓,8.0506%"
1,2011-07-15,"2011-07-15,600066,s,23.24,平仓,1.1314%"
3,2011-07-15,"2011-07-15,300033,s,24.78,平仓,5.8522%"
0,2011-07-15,"2011-07-15,002252,b,28.2,建仓"
5,2011-07-18,"2011-07-18,601318,s,47.45,平仓,0.3171%"
1,2011-07-18,"2011-07-18,002241,s,27.79,平仓,14.0805%"
2,2011-07-18,"2011-07-18,601117,b,8.51,建仓"
1,2011-07-18,"2011-07-18,000708,s,16.14,平仓,3.8610%"
1,2011-07-18,"2011-07-18,601009,s,9.15,平仓,1.6667%"
3,2011-07-18,"2011-07-18,601288,s,2.73,平仓,-2.1505%"
5,2011-07-18,"2011-07-18,002050,s,35.16,平仓,6.5778%"
3,2011-07-18,"2011-07-18,601628,s,18.6,平仓,-0.0537%"
3,2011-07-18,"2011-07-18,000627,s,4.31,平仓,-2.9279%"
1,2011-07-18,"2011-07-18,000625,s,5.27,平仓,-42.5300%"
3,2011-07-18,"2011-07-18,002493,s,32.85,平仓,9.3178%"
3,2011-07-18,"2011-07-18,600015,s,11.07,平仓,0.9116%"
7,2011-07-18,"2011-07-18,600183,s,9.93,平仓,7.7007%"
3,2011-07-18,"2011-07-18,601618,s,3.86,平仓,-1.7812%"
1,2011-07-18,"2011-07-18,000338,s,45.24,平仓,0.4218%"
3,2011-07-18,"2011-07-18,000661,s,53.0,平仓,10.6934%"
3,2011-07-18,"2011-07-18,600660,s,10.4,平仓,1.2658%"
3,2011-07-18,"2011-07-18,300015,s,35.02,平仓,10.4732%"
1,2011-07-18,"2011-07-18,002008,s,13.51,平仓,9.3042%"
3,2011-07-18,"2011-07-18,601398,s,4.36,平仓,-3.1111%"
2,2011-07-18,"2011-07-18,601989,b,13.7,建仓"
7,2011-07-18,"2011-07-18,601166,s,14.07,平仓,2.7007%"
1,2011-07-18,"2011-07-18,601988,s,3.11,平仓,-2.5078%"
5,2011-07-18,"2011-07-18,600438,s,8.09,平仓,4.1184%"
2,2011-07-18,"2011-07-18,000703,b,44.72,建仓"
5,2011-07-18,"2011-07-18,600029,s,8.33,平仓,4.9118%"
3,2011-07-18,"2011-07-18,002410,s,37.32,平仓,9.9264%"
3,2011-07-18,"2011-07-18,002422,s,67.81,平仓,16.9138%"
1,2011-07-18,"2011-07-18,601601,s,21.9,平仓,1.4829%"
1,2011-07-18,"2011-07-18,002415,s,43.94,平仓,15.0262%"
3,2011-07-18,"2011-07-18,600085,s,19.56,平仓,-44.7301%"
0,2011-07-18,"2011-07-18,600872,b,7.28,建仓"
5,2011-07-18,"2011-07-18,600000,s,10.0,平仓,0.0000%"
3,2011-07-18,"2011-07-18,600837,s,8.91,平仓,0.0000%"
1,2011-07-19,"2011-07-19,002555,s,15.13,平仓,7.6868%"
5,2011-07-19,"2011-07-19,601727,s,6.9,平仓,0.5831%"
1,2011-07-19,"2011-07-19,601933,s,26.19,平仓,9.9958%"
1,2011-07-19,"2011-07-19,601888,s,25.97,平仓,12.6193%"
1,2011-07-19,"2011-07-19,002456,s,27.99,平仓,5.1070%"
3,2011-07-19,"2011-07-19,002230,s,42.31,平仓,8.4872%"
5,2011-07-19,"2011-07-19,002044,s,13.32,平仓,14.3348%"
5,2011-07-19,"2011-07-19,600115,s,5.11,平仓,-2.1073%"
2,2011-07-19,"2011-07-19,000723,b,18.36,建仓"
7,2011-07-20,"2011-07-20,000977,s,21.54,平仓,7.1642%"
3,2011-07-20,"2011-07-20,600297,s,9.97,平仓,6.6310%"
1,2011-07-20,"2011-07-20,600332,s,17.13,平仓,8.9002%"
3,2011-07-20,"2011-07-20,600588,s,22.45,平仓,8.6641%"
3,2011-07-20,"2011-07-20,000596,s,91.15,平仓,14.6829%"
3,2011-07-21,"2011-07-21,600886,s,7.1,平仓,-0.9763%"
5,2011-07-22,"2011-07-22,002001,s,30.99,平仓,4.7313%"
2,2011-07-25,"2011-07-25,000786,b,15.34,建仓"
3,2011-07-25,"2011-07-25,000876,s,20.15,平仓,-3.7267%"
1,2011-07-25,"2011-07-25,000963,s,26.61,平仓,5.5952%"
5,2011-07-26,"2011-07-26,300124,s,76.89,平仓,3.6533%"
2,2011-07-27,"2011-07-27,002241,b,28.03,建仓"
1,2011-07-27,"2011-07-27,002007,s,27.28,平仓,-19.1464%"
6,2011-07-27,"2011-07-27,600115,b,5.56,建仓"
1,2011-07-28,"2011-07-28,600196,s,10.67,平仓,-6.8935%"
0,2011-07-28,"2011-07-28,300144,b,24.18,建仓"
5,2011-07-28,"2011-07-28,600004,s,7.83,平仓,-2.8536%"
3,2011-07-28,"2011-07-28,300142,s,59.95,平仓,0.6041%"
2,2011-07-29,"2011-07-29,002555,b,15.18,建仓"
6,2011-07-29,"2011-07-29,300124,b,84.99,建仓"
2,2011-08-01,"2011-08-01,600332,b,17.59,建仓"
3,2011-08-01,"2011-08-01,600276,s,31.91,平仓,1.2694%"
0,2011-08-02,"2011-08-02,000001,b,17.0,建仓"
0,2011-08-02,"2011-08-02,601998,b,4.52,建仓"
2,2011-08-03,"2011-08-03,601933,b,28.42,建仓"
6,2011-08-03,"2011-08-03,002129,b,22.6,建仓"
4,2011-08-04,"2011-08-04,600346,b,11.88,建仓"
1,2011-08-04,"2011-08-04,002252,s,27.4,平仓,-2.8369%"
3,2011-08-05,"2011-08-05,601989,s,12.79,平仓,-6.6423%"
3,2011-08-05,"2011-08-05,601117,s,8.31,平仓,-2.3502%"
1,2011-08-05,"2011-08-05,600872,s,6.48,平仓,-10.9890%"
3,2011-08-05,"2011-08-05,000703,s,43.89,平仓,-1.8560%"
3,2011-08-08,"2011-08-08,000723,s,15.84,平仓,-13.7255%"
3,2011-08-08,"2011-08-08,000063,s,19.67,平仓,-25.7736%"
6,2011-08-08,"2011-08-08,600489,b,29.74,建仓"
4,2011-08-09,"2011-08-09,000538,b,62.97,建仓"
2,2011-08-09,"2011-08-09,000963,b,27.82,建仓"
2,2011-08-10,"2011-08-10,600570,b,15.5,建仓"
0,2011-08-10,"2011-08-10,600809,b,84.99,建仓"
2,2011-08-10,"2011-08-10,600547,b,51.69,建仓"
2,2011-08-11,"2011-08-11,000002,b,8.55,建仓"
4,2011-08-11,"2011-08-11,600600,b,38.84,建仓"
0,2011-08-12,"2011-08-12,600383,b,6.39,建仓"
4,2011-08-12,"2011-08-12,000961,b,10.19,建仓"
3,2011-08-12,"2011-08-12,000786,s,14.6,平仓,-4.8240%"
4,2011-08-12,"2011-08-12,600519,b,216.77,建仓"
2,2011-08-12,"2011-08-12,002146,b,9.07,建仓"
4,2011-08-12,"2011-08-12,000069,b,7.83,建仓"
6,2011-08-12,"2011-08-12,600438,b,7.71,建仓"
2,2011-08-15,"2011-08-15,600436,b,74.2,建仓"
0,2011-08-15,"2011-08-15,000860,b,19.29,建仓"
5,2011-08-15,"2011-08-15,002352,s,23.83,平仓,1.9683%"
6,2011-08-15,"2011-08-15,002371,b,63.5,建仓"
3,2011-08-16,"2011-08-16,002241,s,27.88,平仓,-0.5351%"
4,2011-08-16,"2011-08-16,600276,b,32.6,建仓"
4,2011-08-16,"2011-08-16,600588,b,23.52,建仓"
2,2011-08-16,"2011-08-16,002157,b,11.43,建仓"
8,2011-08-17,"2011-08-17,600016,b,5.7,建仓"
4,2011-08-17,"2011-08-17,600015,b,10.56,建仓"
2,2011-08-17,"2011-08-17,000425,b,23.59,建仓"
7,2011-08-18,"2011-08-18,300124,s,83.6,平仓,-1.6355%"
2,2011-08-19,"2011-08-19,600606,b,6.07,建仓"
3,2011-08-19,"2011-08-19,600332,s,14.75,平仓,-16.1455%"
3,2011-08-19,"2011-08-19,002555,s,14.12,平仓,-6.9829%"
2,2011-08-19,"2011-08-19,300014,b,17.67,建仓"
1,2011-08-22,"2011-08-22,601998,s,4.37,平仓,-3.3186%"
1,2011-08-23,"2011-08-23,000001,s,16.64,平仓,-2.1176%"
7,2011-08-23,"2011-08-23,002129,s,18.78,平仓,-16.9027%"
4,2011-08-23,"2011-08-23,300142,b,63.78,建仓"
5,2011-08-24,"2011-08-24,600346,s,11.5,平仓,-3.1987%"
3,2011-08-24,"2011-08-24,601933,s,30.03,平仓,5.6650%"
6,2011-08-25,"2011-08-25,600011,b,4.61,建仓"
2,2011-08-26,"2011-08-26,002456,b,21.5,建仓"
7,2011-08-26,"2011-08-26,600489,s,27.9,平仓,-6.1870%"
2,2011-08-26,"2011-08-26,600196,b,10.59,建仓"
6,2011-08-29,"2011-08-29,600109,b,13.47,建仓"
0,2011-08-29,"2011-08-29,600019,b,5.34,建仓"
5,2011-08-29,"2011-08-29,000538,s,61.78,平仓,-1.8898%"
2,2011-08-29,"2011-08-29,600028,b,7.39,建仓"
2,2011-08-29,"2011-08-29,601009,b,8.32,建仓"
2,2011-08-29,"2011-08-29,002120,b,10.0,建仓"
3,2011-08-29,"2011-08-29,000963,s,27.71,平仓,-0.3954%"
4,2011-08-29,"2011-08-29,600050,b,4.9,建仓"
2,2011-08-29,"2011-08-29,600352,b,8.94,建仓"
2,2011-08-29,"2011-08-29,601216,b,23.44,建仓"
4,2011-08-29,"2011-08-29,601939,b,4.5,建仓"
4,2011-08-29,"2011-08-29,000063,b,18.74,建仓"
4,2011-08-30,"2011-08-30,600848,b,10.49,建仓"
3,2011-08-30,"2011-08-30,600547,s,47.95,平仓,-7.2354%"
1,2011-08-30,"2011-08-30,600809,s,83.93,平仓,-1.2472%"
3,2011-08-30,"2011-08-30,600570,s,15.53,平仓,0.1935%"
5,2011-08-31,"2011-08-31,600600,s,35.76,平仓,-7.9300%"
3,2011-08-31,"2011-08-31,000002,s,8.15,平仓,-4.6784%"
4,2011-08-31,"2011-08-31,600009,b,13.18,建仓"
5,2011-09-01,"2011-09-01,000069,s,7.34,平仓,-6.2580%"
7,2011-09-01,"2011-09-01,600438,s,8.35,平仓,8.3009%"
5,2011-09-01,"2011-09-01,600519,s,211.48,平仓,-2.4404%"
8,2011-09-01,"2011-09-01,002129,b,19.36,建仓"
5,2011-09-01,"2011-09-01,000961,s,9.76,平仓,-4.2198%"
6,2011-09-01,"2011-09-01,002044,b,13.4,建仓"
1,2011-09-01,"2011-09-01,600383,s,6.12,平仓,-4.2254%"
1,2011-09-02,"2011-09-02,000860,s,18.7,平仓,-3.0586%"
1,2011-09-02,"2011-09-02,300144,s,23.65,平仓,-2.1919%"
7,2011-09-02,"2011-09-02,600115,s,5.21,平仓,-6.2950%"
3,2011-09-02,"2011-09-02,002146,s,8.45,平仓,-6.8357%"
7,2011-09-02,"2011-09-02,002371,s,60.59,平仓,-4.5827%"
5,2011-09-05,"2011-09-05,600276,s,30.05,平仓,-7.8221%"
4,2011-09-05,"2011-09-05,600297,b,8.71,建仓"
3,2011-09-05,"2011-09-05,002157,s,11.73,平仓,2.6247%"
3,2011-09-05,"2011-09-05,600436,s,67.81,平仓,-8.6119%"
2,2011-09-05,"2011-09-05,002008,b,9.76,建仓"
5,2011-09-05,"2011-09-05,600588,s,22.89,平仓,-2.6786%"
9,2011-09-06,"2011-09-06,600016,s,5.82,平仓,2.1053%"
5,2011-09-06,"2011-09-06,600015,s,10.39,平仓,-1.6098%"
3,2011-09-07,"2011-09-07,000425,s,21.21,平仓,-10.0890%"
3,2011-09-08,"2011-09-08,600606,s,6.34,平仓,4.4481%"
0,2011-09-09,"2011-09-09,601901,b,6.47,建仓"
2,2011-09-09,"2011-09-09,601788,b,11.72,建仓"
4,2011-09-13,"2011-09-13,601398,b,4.14,建仓"
6,2011-09-13,"2011-09-13,600004,b,7.28,建仓"
4,2011-09-14,"2011-09-14,601628,b,16.24,建仓"
5,2011-09-14,"2011-09-14,300142,s,59.76,平仓,-6.3029%"
7,2011-09-15,"2011-09-15,600011,s,4.4,平仓,-4.5553%"
4,2011-09-16,"2011-09-16,601186,b,4.52,建仓"
2,2011-09-16,"2011-09-16,000708,b,14.03,建仓"
3,2011-09-19,"2011-09-19,600352,s,8.47,平仓,-5.2573%"
6,2011-09-19,"2011-09-19,600346,b,10.42,建仓"
5,2011-09-19,"2011-09-19,000063,s,18.53,平仓,-1.1206%"
5,2011-09-19,"2011-09-19,601939,s,4.47,平仓,-0.6667%"
3,2011-09-19,"2011-09-19,600028,s,7.03,平仓,-4.8714%"
3,2011-09-19,"2011-09-19,601009,s,8.25,平仓,-0.8413%"
3,2011-09-19,"2011-09-19,002120,s,9.1,平仓,-9.0000%"
5,2011-09-19,"2011-09-19,600050,s,5.3,平仓,8.1633%"
3,2011-09-19,"2011-09-19,600196,s,9.78,平仓,-7.6487%"
4,2011-09-19,"2011-09-19,600027,b,2.83,建仓"
1,2011-09-19,"2011-09-19,600019,s,5.07,平仓,-5.0562%"
2,2011-09-19,"2011-09-19,600893,b,15.31,建仓"
7,2011-09-19,"2011-09-19,600109,s,12.54,平仓,-6.9042%"
2,2011-09-20,"2011-09-20,600061,b,9.4,建仓"
5,2011-09-20,"2011-09-20,600848,s,9.83,平仓,-6.2917%"
3,2011-09-20,"2011-09-20,601216,s,21.43,平仓,-8.5751%"
6,2011-09-20,"2011-09-20,002001,b,24.78,建仓"
5,2011-09-21,"2011-09-21,600009,s,12.62,平仓,-4.2489%"
0,2011-09-22,"2011-09-22,600118,b,22.61,建仓"
0,2011-09-22,"2011-09-22,600031,b,15.28,建仓"
9,2011-09-22,"2011-09-22,002129,s,16.99,平仓,-12.2417%"
2,2011-09-23,"2011-09-23,601601,b,20.07,建仓"
2,2011-09-23,"2011-09-23,000338,b,38.4,建仓"
6,2011-09-23,"2011-09-23,601318,b,38.01,建仓"
0,2011-09-23,"2011-09-23,000157,b,9.8,建仓"
4,2011-09-23,"2011-09-23,601989,b,11.57,建仓"
2,2011-09-23,"2011-09-23,600010,b,6.19,建仓"
4,2011-09-23,"2011-09-23,601117,b,7.51,建仓"
6,2011-09-23,"2011-09-23,600741,b,10.13,建仓"
4,2011-09-23,"2011-09-23,000768,b,9.75,建仓"
2,2011-09-23,"2011-09-23,002508,b,16.73,建仓"
6,2011-09-23,"2011-09-23,601088,b,25.86,建仓"
2,2011-09-23,"2011-09-23,600872,b,5.71,建仓"
0,2011-09-23,"2011-09-23,300003,b,17.44,建仓"
6,2011-09-23,"2011-09-23,601727,b,6.03,建仓"
6,2011-09-23,"2011-09-23,600848,b,9.78,建仓"
2,2011-09-23,"2011-09-23,002202,b,10.49,建仓"
7,2011-09-23,"2011-09-23,002044,s,12.12,平仓,-9.5522%"
4,2011-09-23,"2011-09-23,600036,b,11.21,建仓"
4,2011-09-23,"2011-09-23,600436,b,63.59,建仓"
3,2011-09-26,"2011-09-26,002008,s,9.09,平仓,-6.8648%"
4,2011-09-26,"2011-09-26,600745,b,8.29,建仓"
2,2011-09-26,"2011-09-26,600498,b,28.45,建仓"
5,2011-09-26,"2011-09-26,600297,s,7.92,平仓,-9.0700%"
0,2011-09-26,"2011-09-26,002142,b,9.27,建仓"
0,2011-09-29,"2011-09-29,002594,b,19.71,建仓"
3,2011-09-30,"2011-09-30,300014,s,15.0,平仓,-15.1104%"
5,2011-10-10,"2011-10-10,601398,s,3.99,平仓,-3.6232%"
3,2011-10-10,"2011-10-10,601788,s,11.9,平仓,1.5358%"
7,2011-10-10,"2011-10-10,600004,s,7.08,平仓,-2.7473%"
1,2011-10-10,"2011-10-10,601901,s,6.59,平仓,1.8547%"
5,2011-10-11,"2011-10-11,601628,s,15.34,平仓,-5.5419%"
5,2011-10-13,"2011-10-13,601186,s,4.5,平仓,-0.4425%"
3,2011-10-13,"2011-10-13,000708,s,12.78,平仓,-8.9095%"
8,2011-10-13,"2011-10-13,601166,b,12.8,建仓"
6,2011-10-13,"2011-10-13,601939,b,4.6,建仓"
4,2011-10-13,"2011-10-13,000786,b,13.37,建仓"
2,2011-10-13,"2011-10-13,601988,b,2.99,建仓"
6,2011-10-13,"2011-10-13,601628,b,16.06,建仓"
2,2011-10-13,"2011-10-13,000725,b,2.24,建仓"
7,2011-10-14,"2011-10-14,600346,s,10.11,平仓,-2.9750%"
10,2011-10-14,"2011-10-14,600016,b,5.8,建仓"
3,2011-10-14,"2011-10-14,002456,s,19.95,平仓,-7.2093%"
3,2011-10-14,"2011-10-14,600893,s,13.78,平仓,-9.9935%"
6,2011-10-14,"2011-10-14,600000,b,8.83,建仓"
0,2011-10-14,"2011-10-14,601872,b,3.5,建仓"
6,2011-10-14,"2011-10-14,600015,b,10.85,建仓"
4,2011-10-14,"2011-10-14,000002,b,7.35,建仓"
4,2011-10-14,"2011-10-14,600028,b,7.05,建仓"
2,2011-10-14,"2011-10-14,601901,b,7.17,建仓"
8,2011-10-14,"2011-10-14,600004,b,7.34,建仓"
4,2011-10-14,"2011-10-14,601288,b,2.6,建仓"
8,2011-10-14,"2011-10-14,300124,b,71.99,建仓"
8,2011-10-14,"2011-10-14,600999,b,12.14,建仓"
4,2011-10-14,"2011-10-14,300015,b,24.29,建仓"
6,2011-10-14,"2011-10-14,600519,b,191.44,建仓"
2,2011-10-17,"2011-10-17,601766,b,5.03,建仓"
2,2011-10-17,"2011-10-17,600068,b,8.92,建仓"
6,2011-10-17,"2011-10-17,600009,b,12.6,建仓"
4,2011-10-17,"2011-10-17,002555,b,14.0,建仓"
3,2011-10-17,"2011-10-17,600061,s,8.52,平仓,-9.3617%"
2,2011-10-17,"2011-10-17,600585,b,19.39,建仓"
6,2011-10-17,"2011-10-17,000100,b,2.26,建仓"
0,2011-10-18,"2011-10-18,002600,b,18.78,建仓"
0,2011-10-19,"2011-10-19,002602,b,19.26,建仓"
1,2011-10-19,"2011-10-19,600031,s,14.6,平仓,-4.4503%"
8,2011-10-19,"2011-10-19,000977,b,17.7,建仓"
3,2011-10-20,"2011-10-20,600010,s,5.04,平仓,-18.5784%"
1,2011-10-20,"2011-10-20,300003,s,15.05,平仓,-13.7041%"
7,2011-10-20,"2011-10-20,601727,s,6.15,平仓,1.9900%"
7,2011-10-20,"2011-10-20,601088,s,24.73,平仓,-4.3697%"
3,2011-10-20,"2011-10-20,002508,s,14.95,平仓,-10.6396%"
7,2011-10-20,"2011-10-20,600741,s,9.57,平仓,-5.5281%"
5,2011-10-20,"2011-10-20,600036,s,11.51,平仓,2.6762%"
5,2011-10-20,"2011-10-20,601117,s,7.13,平仓,-5.0599%"
1,2011-10-20,"2011-10-20,600118,s,18.92,平仓,-16.3202%"
3,2011-10-20,"2011-10-20,601601,s,18.06,平仓,-10.0149%"
